aded25,gen21tot,gen21ea,gen21cs,gen21othr,win21,rvtot25,rvactive725,rvhisp,rvjwsh,rvirit,rvmslm,rvchns,rvgopnop,cvapnhw,cvapblack,cvaphisp,cvapasian,acsbaplus,acsmedinc125,acsmedinc45,ascown,ascrent,cvapyouth,cvapsenior,djt2024,ea2021,cs2021,bikelanefilter
70019,228.378,197.502,16.947,13.929,Eric Adams,1196,977,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
70020,438.339,399.449,15.63,23.26,Eric Adams,1522,1305,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
70021,299.712,260.64,13.536,25.536,Eric Adams,1439,1180,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
70022,405.278,356.392,21.134,27.752,Eric Adams,1455,1219,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
70023,338.276,303.921,25.127,9.228,Eric Adams,1442,1058,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
70024,253.662,227.814,19.666,6.182,Eric Adams,1423,1032,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
70025,227.182,210.327,9.273,7.582,Eric Adams,1061,800,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
70026,366.018,328.34,12.783,24.895,Eric Adams,1384,1136,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
70027,454.421,406.819,21.82,25.781,Eric Adams,1334,1126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
70028,336.923,309.065,10.831,17.028,Eric Adams,1244,1064,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
70029,398.666,364.103,18.359,16.204,Eric Adams,1703,1475,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
70030,495.829,451.269,25.759,18.8,Eric Adams,1559,1360,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
70031,368.762,333.63,22.088,13.044,Eric Adams,1387,1174,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
70032,286.016,252.777,12.619,20.619,Eric Adams,945,822,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
70033,288.984,253.223,22.381,13.381,Eric Adams,1118,948,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
70034,346,308,19,19,Eric Adams,1201,1062,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
70035,427,372,30,25,Eric Adams,1220,1088,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
70036,427.971,394.973,16.999,15.999,Eric Adams,1176,983,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
70037,166,152,7,7,Eric Adams,848,630,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
70038,286.462,264.014,11.492,10.957,Eric Adams,1135,936,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
70039,235.568,216.014,5.51,14.045,Eric Adams,1247,1008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
70040,110.995,99.755,7.025,4.215,Eric Adams,1070,826,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
70041,459.533,406.581,30.967,21.985,Eric Adams,1469,1255,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
70042,289.461,250.655,21.007,17.799,Eric Adams,609,509,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
70043,388.909,366.254,14.159,8.496,Eric Adams,833,729,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
70044,625.103,577.756,24.842,22.505,Eric Adams,1462,1299,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
70045,188.931,167.488,15.927,5.516,Eric Adams,908,664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
70046,194.838,169.956,20.398,4.484,Eric Adams,1130,798,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1
70047,308,264,22,22,Eric Adams,1051,904,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
70048,226,206,10,10,Eric Adams,942,786,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
70049,223.513,198.123,12.594,12.796,Eric Adams,1074,882,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
70050,246,229,9,8,Eric Adams,958,787,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
70051,209.855,188.623,14.533,6.7,Eric Adams,1148,791,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
70052,163.903,146.271,12.579,5.053,Eric Adams,954,669,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
70053,344.665,316.259,20.978,7.428,Eric Adams,1414,1122,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
70054,361.492,338.493,11.5,11.5,Eric Adams,1684,1363,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
70055,369,322,21,26,Eric Adams,1340,1129,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
70056,365.76,324.767,23.785,17.208,Eric Adams,1245,1020,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
70057,257.317,230.185,4.376,22.756,Eric Adams,922,782,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0
70058,392.706,353.603,15.552,23.552,Eric Adams,1509,1288,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
70059,365.621,321.497,22.053,22.071,Eric Adams,1335,1085,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
70060,312.204,278.992,14.406,18.806,Eric Adams,1688,1406,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
70061,374.975,340.018,12.978,21.978,Eric Adams,1223,1040,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
70062,444.971,405.85,20.72,18.401,Eric Adams,1583,1312,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0
70063,335.977,302.18,15.141,18.657,Eric Adams,1309,1080,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
70064,399,341,18,40,Eric Adams,1543,1307,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
70065,339.997,300.997,22,17,Eric Adams,1541,1235,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
70066,549,489,38,22,Eric Adams,1579,1378,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
70067,261.263,226.172,27.111,7.98,Eric Adams,1487,1062,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
70068,230.691,210.475,14.035,6.182,Eric Adams,1208,876,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
70069,483.685,451.316,12.836,19.534,Eric Adams,1260,1073,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
70070,189,169,14,6,Eric Adams,755,585,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1
70071,373.999,342.565,16.066,15.368,Eric Adams,1045,837,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
70074,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71001,516.013,389.962,73.423,52.628,Eric Adams,1553,1302,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
71002,385.359,303.412,52.052,29.895,Eric Adams,1323,1176,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
71003,1013.976,837.366,118.847,57.763,Eric Adams,1623,1517,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
71004,561.546,472.911,54.979,33.657,Eric Adams,1622,1545,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
71005,632.429,550.192,53.103,29.134,Eric Adams,1471,1371,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1
71006,285.708,245.72,25.404,14.583,Eric Adams,1428,1306,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1
71007,481.003,376.743,68.154,36.106,Eric Adams,1376,1256,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
71008,324.605,247.474,57.637,19.495,Eric Adams,1131,1031,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
71009,383.525,298.973,64.487,20.066,Eric Adams,1413,1244,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
71010,372.937,311.367,39.018,22.553,Eric Adams,1134,992,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
71011,231.447,193.84,23.169,14.437,Eric Adams,918,797,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1
71012,302.41,233.226,45.938,23.246,Eric Adams,1335,1047,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
71013,191.739,144.866,33.993,12.88,Eric Adams,1207,972,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1
71014,216.546,166.963,31.848,17.735,Eric Adams,1363,1046,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
71015,402.438,311.768,59.469,31.201,Eric Adams,1113,892,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
71016,237.679,189.667,34.869,13.143,Eric Adams,1341,1017,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
71017,241.084,182.945,40.421,17.718,Eric Adams,1407,1103,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1
71018,183.015,146.182,26.253,10.58,Eric Adams,1164,942,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1
71019,210.085,169.086,33.305,7.693,Eric Adams,976,729,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1
71020,355.29,297.693,34.134,23.464,Eric Adams,1266,934,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
71021,159.884,133.936,20.543,5.406,Eric Adams,1250,973,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
71022,221.774,168.746,39.661,13.367,Eric Adams,1322,1012,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
71023,262.48,210.283,33.919,18.279,Eric Adams,1512,1120,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
71024,859.649,731.174,77.261,51.213,Eric Adams,1557,1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
71025,188.582,148.671,26.94,12.971,Eric Adams,1005,759,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
71026,63.554,54.38,4.385,4.79,Eric Adams,866,762,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1
71027,327,287,24,16,Eric Adams,1039,880,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1
71028,265,210,39,16,Eric Adams,1479,1121,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
71029,240.998,215.171,12.937,12.89,Eric Adams,1239,958,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1
71030,258.002,230.829,19.063,8.11,Eric Adams,1224,989,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
71031,177.168,165.195,10.207,1.765,Eric Adams,838,625,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
71032,284.905,263.867,15.799,5.239,Eric Adams,1667,1185,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1
71033,75.961,66.901,6.969,2.091,Eric Adams,386,278,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1
71034,225.244,198.277,18.047,8.921,Eric Adams,1332,899,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1
71035,363.154,311.42,25.576,26.157,Eric Adams,1231,1004,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
71036,294,252,22,20,Eric Adams,1437,1138,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
71037,571.401,478.592,61.948,30.861,Eric Adams,1627,1210,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
71038,269,221,18,30,Eric Adams,1299,1056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
71039,328,277,22,29,Eric Adams,1170,980,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0
71040,284.993,244.707,15.435,24.851,Eric Adams,1322,1037,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
71041,293.435,262.852,13.638,16.945,Eric Adams,1461,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
71042,326.566,277.149,22.362,27.055,Eric Adams,1584,1228,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0
71043,175,155,7,13,Eric Adams,986,766,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
71044,250,222,21,7,Eric Adams,1393,1049,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
71045,16.292,13.528,1.891,0.873,Eric Adams,1094,814,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
71046,220.14,184.188,21.476,14.476,Eric Adams,1311,997,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
71047,189,150,26,13,Eric Adams,892,712,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
71048,279.895,244.499,21.851,13.545,Eric Adams,1495,1143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
71049,343.792,296.49,27.633,19.669,Eric Adams,1638,1280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
71050,280.057,238.995,25.27,15.792,Eric Adams,987,787,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
71051,378,327,21,30,Eric Adams,1474,1235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
71052,483.582,424.305,27.158,32.119,Eric Adams,1837,1537,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
71053,193.387,172.667,11.84,8.88,Eric Adams,897,704,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
71054,335.226,292.652,26.249,16.325,Eric Adams,1385,1045,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
71055,536.881,471.253,31.99,33.639,Eric Adams,1457,1245,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
71056,254.32,216.795,16.265,21.26,Eric Adams,1187,988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
71057,256.771,229.938,14.068,12.765,Eric Adams,1293,1039,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
71058,341.683,304.616,16.418,20.65,Eric Adams,1331,1071,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
71059,256.18,229.012,15.217,11.952,Eric Adams,1587,1293,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0
71060,323,298,10,15,Eric Adams,1475,1130,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0
71061,599.069,566.643,16.543,15.883,Eric Adams,1481,1288,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0
71062,519.918,491.442,19.18,9.296,Eric Adams,1010,844,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1
71063,268.013,241.915,10.277,15.821,Eric Adams,1146,924,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1
71064,308,278,23,7,Eric Adams,1486,1138,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0
71065,39.052,33.571,4.339,1.142,Eric Adams,212,192,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0
71067,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71071,0,0,0,0,Tie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72001,292.112,247.852,37.55,6.71,Eric Adams,1369,1022,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
72002,240.347,194.074,36.018,10.255,Eric Adams,1221,973,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
72003,256.541,204.074,42.431,10.035,Eric Adams,1513,1163,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
72004,711.758,577.948,79.298,54.511,Eric Adams,1445,1306,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
72005,559.096,439.678,64.157,55.26,Eric Adams,1404,1279,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
72006,315.659,241.316,45.529,28.814,Eric Adams,1370,1137,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0
72007,234.487,180.145,40.732,13.61,Eric Adams,1409,1067,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
72008,236.5,185.638,32.32,18.542,Eric Adams,1216,1006,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0
72009,433.562,331.792,62.047,39.723,Eric Adams,1517,1304,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
72010,341,281,47,13,Eric Adams,1548,1268,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
72011,238.217,191.746,37.174,9.298,Eric Adams,1492,1094,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
72012,242.171,186.358,52.35,3.464,Eric Adams,1330,1030,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
72013,343.325,273.733,58.917,10.675,Eric Adams,1378,1013,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
72014,239.829,189.642,43.65,6.536,Eric Adams,1424,1105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
72015,241.31,197.061,37.323,6.926,Eric Adams,1373,1106,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
72016,150,133,12,5,Eric Adams,1066,769,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
72017,170.401,136.088,29.365,4.949,Eric Adams,1308,953,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
72018,219,159,37,23,Eric Adams,941,806,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
72019,220,185,19,16,Eric Adams,1039,865,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
72020,223.842,167.152,38.93,17.759,Eric Adams,1071,840,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
72021,166.349,138.146,23.362,4.842,Eric Adams,1039,745,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1
72022,247.172,184.726,55.229,7.217,Eric Adams,991,739,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
72023,213.016,152.268,48.416,12.332,Eric Adams,1309,985,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
72024,198,165,21,12,Eric Adams,1025,797,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
72025,300.667,211.631,80.141,8.895,Eric Adams,1213,1007,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
72026,433.674,337.831,67.807,28.036,Eric Adams,1491,1319,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0
72027,261.143,199.58,48.654,12.908,Eric Adams,1029,845,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
72028,139.29,105.692,28.698,4.9,Eric Adams,638,503,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
72029,229.615,183.606,31.367,14.642,Eric Adams,1272,1048,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1
72030,220.043,166.435,41.126,12.483,Eric Adams,948,828,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
72031,158.653,130.534,21.115,7.005,Eric Adams,1337,936,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
72032,253.637,204.655,40.849,8.134,Eric Adams,1246,1016,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
72033,419.118,315.853,78.921,24.344,Eric Adams,972,809,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
72034,118.51,96.944,17.566,4,Eric Adams,1008,734,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
72035,205.857,168.439,26.564,10.855,Eric Adams,1192,910,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
72036,70.34,52.914,12.98,4.445,Eric Adams,1052,762,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0
72037,242.449,189.504,44.583,8.362,Eric Adams,1354,1030,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
72038,265.907,212.059,42.77,11.078,Eric Adams,1358,1009,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
72039,178.031,144.925,27.621,5.485,Eric Adams,1381,1049,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
72040,168.177,124.11,35.444,8.623,Eric Adams,1322,975,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
72041,326.324,240.549,69.782,15.993,Eric Adams,1515,1153,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
72042,149.833,113.226,26.773,9.834,Eric Adams,1280,933,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
72043,160.945,120.973,31.138,8.833,Eric Adams,1259,963,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
72044,214.602,174.042,32.347,8.213,Eric Adams,1292,1025,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
72045,204.471,163.396,34.793,6.282,Eric Adams,958,702,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
72046,251.758,200.176,40.414,11.168,Eric Adams,1032,812,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
72047,306.146,230.884,57.383,17.879,Eric Adams,1034,774,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1
72048,127.306,101.11,17.494,8.702,Eric Adams,1403,974,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
72049,194.831,153.799,33.388,7.643,Eric Adams,1136,794,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
72050,147.469,113.471,27.398,6.6,Eric Adams,1197,840,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
72051,22.703,17.105,4.354,1.244,Eric Adams,1065,764,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
72052,250.614,200.014,40.929,9.672,Eric Adams,1504,1088,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0
72053,305.527,234.844,57.263,13.42,Eric Adams,1441,1004,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1
72054,154.393,124.314,22.651,7.427,Eric Adams,1024,785,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0
72055,193.222,150.869,30.277,12.076,Eric Adams,1210,883,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1
72056,179.354,131.331,36.717,11.306,Eric Adams,1032,784,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1
72057,181.154,142.088,27.528,11.539,Eric Adams,1241,909,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1
72058,428.198,365.985,34.874,27.339,Eric Adams,1506,1219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
72059,173.245,133.366,30.495,9.384,Eric Adams,1210,924,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
72060,202.15,158.626,35.164,8.359,Eric Adams,1141,853,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
72061,188.918,151.934,30.984,5.999,Eric Adams,1022,788,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
72062,138.851,109.374,21.836,7.641,Eric Adams,1404,980,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
72063,64.409,55.675,5.094,3.639,Eric Adams,984,748,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1
73001,400.594,294.196,92.799,13.6,Eric Adams,1431,1337,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
73002,53.784,42.126,9.008,2.649,Eric Adams,355,324,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
73003,301.789,241.519,44.28,15.991,Eric Adams,1170,1099,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
73004,369.211,294.482,64.72,10.009,Eric Adams,1666,1498,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,1
73005,123.803,100.068,20.171,3.564,Eric Adams,981,880,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0
73006,376.544,284.956,80.69,10.898,Eric Adams,1369,1263,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0
73007,351.051,274.659,68.753,7.639,Eric Adams,1211,1087,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1
